 ano_dados | id_deputado |                        nome                         |         eixo_maior          | votos_sim | votos_nao | abstencoes | votos_total 
      2026 |      220632 | ANA CRISTINA DE LIMA PIMENTEL                       | Internacional               |         2 |         1 |          0 |           3
      2023 |      220632 | ANA CRISTINA DE LIMA PIMENTEL                       | Seguranca                   |         5 |         3 |          0 |           8
      2024 |      220632 | ANA CRISTINA DE LIMA PIMENTEL                       | Seguranca                   |        15 |        20 |          0 |          35
      2025 |      220632 | ANA CRISTINA DE LIMA PIMENTEL                       | Seguranca                   |        20 |        17 |          0 |          40
      2026 |      220632 | ANA CRISTINA DE LIMA PIMENTEL                       | Seguranca                   |         8 |        11 |          0 |          19
      2023 |      220632 | ANA CRISTINA DE LIMA PIMENTEL                       | Social                      |        22 |        23 |          0 |          45
      2024 |      220632 | ANA CRISTINA DE LIMA PIMENTEL                       | Social                      |        21 |        23 |          0 |          44
      2025 |      220632 | ANA CRISTINA DE LIMA PIMENTEL                       | Social                      |        65 |        60 |          0 |         128
      2026 |      220632 | ANA CRISTINA DE LIMA PIMENTEL                       | Social                      |        13 |        13 |          0 |          26
      2023 |      225727 | ANA FLÁVIA RODRIGUES RAMIRO                         | Ambiental e energetico      |         4 |         4 |          0 |           8
      2023 |      225727 | ANA FLÁVIA RODRIGUES RAMIRO                         | Cultura e sociedade         |         2 |         2 |          0 |           4
      2023 |      225727 | ANA FLÁVIA RODRIGUES RAMIRO                         | Economico                   |        24 |        46 |          0 |          70
      2023 |      225727 | ANA FLÁVIA RODRIGUES RAMIRO                         | Institucional e juridico    |        15 |        23 |          0 |          38
      2023 |      225727 | ANA FLÁVIA RODRIGUES RAMIRO                         | Internacional               |         0 |         1 |          0 |           1
      2023 |      225727 | ANA FLÁVIA RODRIGUES RAMIRO                         | Seguranca                   |         1 |         1 |          0 |           2
      2023 |      225727 | ANA FLÁVIA RODRIGUES RAMIRO                         | Social                      |         7 |        24 |          0 |          31
      2023 |      225730 | ANA PAULA BRANDÃO DA SILVA FARIAS                   | Ambiental e energetico      |         3 |         0 |          0 |           3
      2025 |      225730 | ANA PAULA BRANDÃO DA SILVA FARIAS                   | Ambiental e energetico      |        20 |        16 |          0 |          36
      2026 |      225730 | ANA PAULA BRANDÃO DA SILVA FARIAS                   | Ambiental e energetico      |         3 |         1 |          0 |           4
      2023 |      225730 | ANA PAULA BRANDÃO DA SILVA FARIAS                   | Cultura e sociedade         |         1 |         2 |          0 |           3
      2025 |      225730 | ANA PAULA BRANDÃO DA SILVA FARIAS                   | Cultura e sociedade         |        20 |         7 |          0 |          27
      2026 |      225730 | ANA PAULA BRANDÃO DA SILVA FARIAS                   | Cultura e sociedade         |         1 |         1 |          0 |           2
      2023 |      225730 | ANA PAULA BRANDÃO DA SILVA FARIAS                   | Economico                   |        40 |        24 |          0 |          64
      2025 |      225730 | ANA PAULA BRANDÃO DA SILVA FARIAS                   | Economico                   |        30 |        28 |          0 |          58
      2026 |      225730 | ANA PAULA BRANDÃO DA SILVA FARIAS                   | Economico                   |         3 |         3 |          0 |           6
      2025 |      225730 | ANA PAULA BRANDÃO DA SILVA FARIAS                   | Infraestrutura e tecnologia |        19 |        11 |          0 |          30
      2023 |      225730 | ANA PAULA BRANDÃO DA SILVA FARIAS                   | Institucional e juridico    |        22 |        14 |          0 |          36
      2025 |      225730 | ANA PAULA BRANDÃO DA SILVA FARIAS                   | Institucional e juridico    |        31 |        30 |          2 |          63
      2026 |      225730 | ANA PAULA BRANDÃO DA SILVA FARIAS                   | Institucional e juridico    |         6 |         2 |          0 |           8
      2025 |      225730 | ANA PAULA BRANDÃO DA SILVA FARIAS                   | Internacional               |         4 |         7 |          0 |          11
      2023 |      225730 | ANA PAULA BRANDÃO DA SILVA FARIAS                   | Seguranca                   |         2 |         0 |          0 |           2
      2025 |      225730 | ANA PAULA BRANDÃO DA SILVA FARIAS                   | Seguranca                   |         2 |         3 |          0 |           5
      2026 |      225730 | ANA PAULA BRANDÃO DA SILVA FARIAS                   | Seguranca                   |         3 |         3 |          0 |           6
      2023 |      225730 | ANA PAULA BRANDÃO DA SILVA FARIAS                   | Social                      |        22 |        11 |          0 |          33
      2025 |      225730 | ANA PAULA BRANDÃO DA SILVA FARIAS                   | Social                      |        49 |        32 |          2 |          83
      2026 |      225730 | ANA PAULA BRANDÃO DA SILVA FARIAS                   | Social                      |         8 |         4 |          0 |          12
      2023 |      220556 | ANA PAULA DE SOUZA LIMA                             | Ambiental e energetico      |         4 |         7 |          0 |          11
      2024 |      220556 | ANA PAULA DE SOUZA LIMA                             | Ambiental e energetico      |        19 |        21 |          0 |          40
      2025 |      220556 | ANA PAULA DE SOUZA LIMA                             | Ambiental e energetico      |        30 |        20 |          0 |          50
      2026 |      220556 | ANA PAULA DE SOUZA LIMA                             | Ambiental e energetico      |         7 |         6 |          0 |          13
      2023 |      220556 | ANA PAULA DE SOUZA LIMA                             | Cultura e sociedade         |         4 |        11 |          0 |          15
      2024 |      220556 | ANA PAULA DE SOUZA LIMA                             | Cultura e sociedade         |         0 |         3 |          0 |           3
      2025 |      220556 | ANA PAULA DE SOUZA LIMA                             | Cultura e sociedade         |        26 |        17 |          0 |          43
      2026 |      220556 | ANA PAULA DE SOUZA LIMA                             | Cultura e sociedade         |         4 |         6 |          0 |          10
      2023 |      220556 | ANA PAULA DE SOUZA LIMA                             | Economico                   |        71 |        60 |          0 |         131
      2024 |      220556 | ANA PAULA DE SOUZA LIMA                             | Economico                   |        88 |        87 |          0 |         175
      2025 |      220556 | ANA PAULA DE SOUZA LIMA                             | Economico                   |        70 |        48 |          0 |         118
      2026 |      220556 | ANA PAULA DE SOUZA LIMA                             | Economico                   |        19 |        14 |          0 |          33
      2023 |      220556 | ANA PAULA DE SOUZA LIMA                             | Infraestrutura e tecnologia |         5 |         9 |          0 |          14
      2024 |      220556 | ANA PAULA DE SOUZA LIMA                             | Infraestrutura e tecnologia |        16 |         9 |          0 |          25
      2025 |      220556 | ANA PAULA DE SOUZA LIMA                             | Infraestrutura e tecnologia |        22 |        10 |          0 |          32
      2026 |      220556 | ANA PAULA DE SOUZA LIMA                             | Infraestrutura e tecnologia |         2 |         1 |          0 |           3
      2023 |      220556 | ANA PAULA DE SOUZA LIMA                             | Institucional e juridico    |        26 |        22 |          0 |          48
      2024 |      220556 | ANA PAULA DE SOUZA LIMA                             | Institucional e juridico    |        32 |        36 |          0 |          68
      2025 |      220556 | ANA PAULA DE SOUZA LIMA                             | Institucional e juridico    |        85 |        56 |          0 |         144
      2026 |      220556 | ANA PAULA DE SOUZA LIMA                             | Institucional e juridico    |        18 |        22 |          0 |          40
      2023 |      220556 | ANA PAULA DE SOUZA LIMA                             | Internacional               |         1 |         6 |          0 |           7
      2024 |      220556 | ANA PAULA DE SOUZA LIMA                             | Internacional               |         2 |         4 |          0 |           6
      2025 |      220556 | ANA PAULA DE SOUZA LIMA                             | Internacional               |         8 |         7 |          0 |          15
      2026 |      220556 | ANA PAULA DE SOUZA LIMA                             | Internacional               |         2 |         0 |          0 |           2
      2023 |      220556 | ANA PAULA DE SOUZA LIMA                             | Seguranca                   |         2 |         2 |          0 |           4
      2024 |      220556 | ANA PAULA DE SOUZA LIMA                             | Seguranca                   |        13 |        19 |          0 |          32
      2025 |      220556 | ANA PAULA DE SOUZA LIMA                             | Seguranca                   |        24 |        17 |          0 |          44
      2026 |      220556 | ANA PAULA DE SOUZA LIMA                             | Seguranca                   |         8 |        14 |          0 |          22
      2023 |      220556 | ANA PAULA DE SOUZA LIMA                             | Social                      |        18 |        20 |          0 |          38
      2024 |      220556 | ANA PAULA DE SOUZA LIMA                             | Social                      |        20 |        17 |          0 |          37
      2025 |      220556 | ANA PAULA DE SOUZA LIMA                             | Social                      |        71 |        65 |          0 |         139
      2026 |      220556 | ANA PAULA DE SOUZA LIMA                             | Social                      |        12 |        13 |          0 |          25
      2023 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Ambiental e energetico      |        13 |         6 |          0 |          19
      2024 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Ambiental e energetico      |        23 |        17 |          0 |          40
      2025 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Ambiental e energetico      |        32 |        15 |          0 |          47
      2026 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Ambiental e energetico      |         4 |         9 |          0 |          13
      2023 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Cultura e sociedade         |        12 |         9 |          0 |          21
      2024 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Cultura e sociedade         |         2 |         1 |          0 |           3
      2025 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Cultura e sociedade         |        20 |        11 |          0 |          31
      2026 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Cultura e sociedade         |         8 |         3 |          0 |          11
      2023 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Economico                   |        63 |        80 |          0 |         143
      2024 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Economico                   |        95 |        76 |          0 |         171
      2025 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Economico                   |        64 |        44 |          0 |         108
      2026 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Economico                   |        15 |        19 |          0 |          34
      2023 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Infraestrutura e tecnologia |        11 |        12 |          0 |          23
      2024 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Infraestrutura e tecnologia |        10 |        12 |          0 |          22
      2025 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Infraestrutura e tecnologia |        16 |        10 |          0 |          26
      2026 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Infraestrutura e tecnologia |         0 |         2 |          0 |           2
      2023 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Institucional e juridico    |        26 |        40 |          0 |          66
      2024 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Institucional e juridico    |        37 |        34 |          0 |          71
      2025 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Institucional e juridico    |        66 |        52 |          0 |         118
      2026 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Institucional e juridico    |        18 |        13 |          0 |          31
      2023 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Internacional               |         4 |         4 |          0 |           8
      2024 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Internacional               |         3 |         3 |          0 |           6
      2025 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Internacional               |         6 |         6 |          0 |          12
      2026 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Internacional               |         1 |         2 |          0 |           3
      2023 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Seguranca                   |         4 |         4 |          0 |           8
      2024 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Seguranca                   |        23 |        13 |          0 |          36
      2025 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Seguranca                   |        17 |        11 |          0 |          28
      2026 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Seguranca                   |         5 |         8 |          0 |          13
      2023 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Social                      |        20 |        25 |          0 |          45
      2024 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Social                      |        16 |        25 |          0 |          41
      2025 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Social                      |        61 |        44 |          0 |         105
      2026 |      107970 | ANA PAULA PROCOPIO JUNQUEIRA                        | Social                      |         8 |        13 |          0 |          21
      2025 |      178831 | ANDRE DOS SANTOS ABDON                              | Ambiental e energetico      |        22 |         9 |          0 |          31
      2026 |      178831 | ANDRE DOS SANTOS ABDON                              | Ambiental e energetico      |         6 |         7 |          0 |          13
      2025 |      178831 | ANDRE DOS SANTOS ABDON                              | Cultura e sociedade         |         6 |         5 |          0 |          11
      2026 |      178831 | ANDRE DOS SANTOS ABDON                              | Cultura e sociedade         |         9 |         3 |          0 |          12
      2025 |      178831 | ANDRE DOS SANTOS ABDON                              | Economico                   |        30 |        20 |          0 |          50
      2026 |      178831 | ANDRE DOS SANTOS ABDON                              | Economico                   |        18 |        16 |          0 |          34
      2025 |      178831 | ANDRE DOS SANTOS ABDON                              | Infraestrutura e tecnologia |         7 |         4 |          0 |          11
      2026 |      178831 | ANDRE DOS SANTOS ABDON                              | Infraestrutura e tecnologia |         0 |         3 |          0 |           3
      2025 |      178831 | ANDRE DOS SANTOS ABDON                              | Institucional e juridico    |        53 |        25 |          0 |          78
      2026 |      178831 | ANDRE DOS SANTOS ABDON                              | Institucional e juridico    |        21 |        17 |          0 |          38
      2025 |      178831 | ANDRE DOS SANTOS ABDON                              | Internacional               |         1 |         1 |          0 |           2
      2026 |      178831 | ANDRE DOS SANTOS ABDON                              | Internacional               |         1 |         1 |          0 |           2
      2025 |      178831 | ANDRE DOS SANTOS ABDON                              | Seguranca                   |        20 |        13 |          0 |          33
      2026 |      178831 | ANDRE DOS SANTOS ABDON                              | Seguranca                   |         9 |        14 |          0 |          23
      2025 |      178831 | ANDRE DOS SANTOS ABDON                              | Social                      |        45 |        30 |          0 |          75
      2026 |      178831 | ANDRE DOS SANTOS ABDON                              | Social                      |        13 |        16 |          0 |          29
      2023 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Ambiental e energetico      |        10 |         6 |          0 |          18
      2024 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Ambiental e energetico      |        17 |        16 |          0 |          33
      2025 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Ambiental e energetico      |        27 |        23 |          0 |          50
      2026 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Ambiental e energetico      |         5 |         4 |          0 |           9
      2023 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Cultura e sociedade         |         8 |         5 |          0 |          14
      2024 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Cultura e sociedade         |         2 |         0 |          0 |           2
      2025 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Cultura e sociedade         |        19 |        25 |          0 |          44
      2026 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Cultura e sociedade         |         8 |         2 |          0 |          10
      2023 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Economico                   |        48 |        61 |          0 |         127
      2024 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Economico                   |        43 |        31 |          0 |          78
      2025 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Economico                   |        52 |        43 |          0 |          95
      2026 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Economico                   |        18 |        10 |          0 |          28
      2023 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Infraestrutura e tecnologia |        11 |         7 |          0 |          19
      2024 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Infraestrutura e tecnologia |        11 |         8 |          0 |          19
      2025 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Infraestrutura e tecnologia |        18 |        12 |          0 |          30
      2026 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Infraestrutura e tecnologia |         1 |         2 |          0 |           3
      2023 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Institucional e juridico    |        17 |        30 |          0 |          57
      2024 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Institucional e juridico    |        18 |         7 |          0 |          25
      2025 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Institucional e juridico    |        83 |        66 |          0 |         149
      2026 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Institucional e juridico    |        25 |         9 |          0 |          34
      2023 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Internacional               |         6 |         1 |          0 |           7
      2025 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Internacional               |        11 |         2 |          0 |          13
      2026 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Internacional               |         1 |         2 |          0 |           3
      2023 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Seguranca                   |         2 |         4 |          0 |           6
      2024 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Seguranca                   |        17 |         8 |          0 |          25
      2025 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Seguranca                   |        28 |        23 |          0 |          51
      2026 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Seguranca                   |        14 |         8 |          0 |          22
      2023 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Social                      |        10 |        22 |          0 |          33
      2024 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Social                      |        10 |         3 |          0 |          15
      2025 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Social                      |        67 |        64 |          0 |         131
      2026 |      220657 | ANDRÉ FERNANDES DE MOURA                            | Social                      |        12 |        14 |          0 |          26
      2023 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Ambiental e energetico      |         8 |         3 |          0 |          11
      2024 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Ambiental e energetico      |        17 |        10 |          0 |          28
      2025 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Ambiental e energetico      |        27 |        21 |          0 |          48
      2026 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Ambiental e energetico      |         8 |         2 |          0 |          10
      2023 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Cultura e sociedade         |         0 |         1 |          0 |           1
      2024 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Cultura e sociedade         |         1 |         0 |          0 |           1
      2025 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Cultura e sociedade         |        26 |        17 |          0 |          43
      2026 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Cultura e sociedade         |         8 |         1 |          0 |           9
      2023 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Economico                   |        40 |        34 |          0 |          79
      2024 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Economico                   |        40 |        31 |          0 |          72
      2025 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Economico                   |        58 |        48 |          1 |         107
      2026 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Economico                   |        25 |         8 |          0 |          33
      2023 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Infraestrutura e tecnologia |         1 |         2 |          0 |           3
      2024 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Infraestrutura e tecnologia |         5 |         2 |          0 |           7
      2025 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Infraestrutura e tecnologia |        22 |         9 |          0 |          31
      2026 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Infraestrutura e tecnologia |         0 |         2 |          0 |           2
      2023 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Institucional e juridico    |         9 |         8 |          0 |          17
      2024 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Institucional e juridico    |        17 |        13 |          0 |          30
      2025 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Institucional e juridico    |        83 |        48 |          0 |         131
      2026 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Institucional e juridico    |        22 |         6 |          0 |          28
      2023 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Internacional               |         4 |         1 |          0 |           5
      2024 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Internacional               |         1 |         0 |          0 |           1
      2025 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Internacional               |         9 |         1 |          1 |          11
      2026 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Internacional               |         1 |         2 |          0 |           3
      2023 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Seguranca                   |         1 |         0 |          0 |           1
      2024 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Seguranca                   |        13 |         9 |          1 |          23
      2025 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Seguranca                   |        24 |        12 |          0 |          36
      2026 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Seguranca                   |         9 |         8 |          0 |          17
      2023 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Social                      |         7 |         4 |          0 |          11
      2024 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Social                      |         8 |         5 |          1 |          18
      2025 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Social                      |        66 |        51 |          0 |         117
      2026 |      204423 | ANDRÉ FERREIRA RODRIGUES                            | Social                      |        11 |         8 |          0 |          19
      2023 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Ambiental e energetico      |         7 |         7 |          0 |          14
      2024 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Ambiental e energetico      |        19 |        11 |          0 |          30
      2025 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Ambiental e energetico      |        31 |        22 |          0 |          53
      2026 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Ambiental e energetico      |         5 |         2 |          0 |           7
      2023 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Cultura e sociedade         |         6 |        12 |          0 |          18
      2024 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Cultura e sociedade         |         0 |         1 |          0 |           1
      2025 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Cultura e sociedade         |        22 |        19 |          0 |          41
      2026 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Cultura e sociedade         |         8 |         2 |          0 |          10
      2023 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Economico                   |        63 |        48 |          0 |         111
      2024 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Economico                   |        52 |        49 |          0 |         101
      2025 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Economico                   |        57 |        44 |          0 |         101
      2026 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Economico                   |        16 |         7 |          0 |          23
      2023 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Infraestrutura e tecnologia |        10 |         9 |          0 |          19
      2024 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Infraestrutura e tecnologia |        15 |         6 |          0 |          21
      2025 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Infraestrutura e tecnologia |        14 |        16 |          0 |          30
      2026 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Infraestrutura e tecnologia |         0 |         1 |          0 |           1
      2023 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Institucional e juridico    |        30 |        26 |          0 |          56
      2024 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Institucional e juridico    |        25 |        14 |          0 |          39
      2025 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Institucional e juridico    |        91 |        54 |          0 |         145
      2026 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Institucional e juridico    |        18 |        12 |          0 |          30
      2024 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Internacional               |         2 |         1 |          0 |           3
      2025 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Internacional               |         2 |         6 |          0 |           8
      2026 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Internacional               |         2 |         1 |          0 |           3
      2023 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Seguranca                   |         1 |         4 |          0 |           5
      2024 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Seguranca                   |        20 |         7 |          0 |          27
      2025 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Seguranca                   |        22 |        12 |          0 |          34
      2026 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Seguranca                   |         6 |        10 |          0 |          16
      2023 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Social                      |        13 |        24 |          0 |          37
      2024 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Social                      |        12 |         3 |          0 |          15
      2025 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Social                      |        68 |        49 |          0 |         117
      2026 |      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | Social                      |        10 |         9 |          0 |          19
      2023 |      204515 | ANDRE LUIS GASPAR JANONES                           | Ambiental e energetico      |         6 |        10 |          0 |          16
      2024 |      204515 | ANDRE LUIS GASPAR JANONES                           | Ambiental e energetico      |        22 |        21 |          0 |          43
      2025 |      204515 | ANDRE LUIS GASPAR JANONES                           | Ambiental e energetico      |        15 |        18 |          0 |          33
      2026 |      204515 | ANDRE LUIS GASPAR JANONES                           | Ambiental e energetico      |         7 |         6 |          0 |          13
      2023 |      204515 | ANDRE LUIS GASPAR JANONES                           | Cultura e sociedade         |         6 |        11 |          0 |          17
      2024 |      204515 | ANDRE LUIS GASPAR JANONES                           | Cultura e sociedade         |         0 |         2 |          0 |           2
      2025 |      204515 | ANDRE LUIS GASPAR JANONES                           | Cultura e sociedade         |        18 |        12 |          0 |          30
      2026 |      204515 | ANDRE LUIS GASPAR JANONES                           | Cultura e sociedade         |         5 |         7 |          0 |          12
      2023 |      204515 | ANDRE LUIS GASPAR JANONES                           | Economico                   |        73 |        63 |          0 |         136
      2024 |      204515 | ANDRE LUIS GASPAR JANONES                           | Economico                   |        87 |        91 |          0 |         178
      2025 |      204515 | ANDRE LUIS GASPAR JANONES                           | Economico                   |        36 |        28 |          0 |          64
      2026 |      204515 | ANDRE LUIS GASPAR JANONES                           | Economico                   |        19 |        18 |          0 |          37
      2023 |      204515 | ANDRE LUIS GASPAR JANONES                           | Infraestrutura e tecnologia |        10 |        13 |          0 |          23
      2024 |      204515 | ANDRE LUIS GASPAR JANONES                           | Infraestrutura e tecnologia |        14 |         9 |          0 |          23
      2025 |      204515 | ANDRE LUIS GASPAR JANONES                           | Infraestrutura e tecnologia |        17 |         6 |          0 |          23
      2026 |      204515 | ANDRE LUIS GASPAR JANONES                           | Infraestrutura e tecnologia |         2 |         1 |          0 |           3
      2023 |      204515 | ANDRE LUIS GASPAR JANONES                           | Institucional e juridico    |        37 |        30 |          0 |          67
      2024 |      204515 | ANDRE LUIS GASPAR JANONES                           | Institucional e juridico    |        32 |        36 |          0 |          68
      2025 |      204515 | ANDRE LUIS GASPAR JANONES                           | Institucional e juridico    |        54 |        53 |          0 |         107
      2026 |      204515 | ANDRE LUIS GASPAR JANONES                           | Institucional e juridico    |        18 |        22 |          0 |          40
      2023 |      204515 | ANDRE LUIS GASPAR JANONES                           | Internacional               |         2 |         7 |          0 |           9
      2024 |      204515 | ANDRE LUIS GASPAR JANONES                           | Internacional               |         2 |         4 |          0 |           6
      2025 |      204515 | ANDRE LUIS GASPAR JANONES                           | Internacional               |         6 |         6 |          0 |          12
      2026 |      204515 | ANDRE LUIS GASPAR JANONES                           | Internacional               |         2 |         1 |          0 |           3
      2023 |      204515 | ANDRE LUIS GASPAR JANONES                           | Seguranca                   |         4 |         5 |          0 |           9
      2024 |      204515 | ANDRE LUIS GASPAR JANONES                           | Seguranca                   |        12 |        20 |          0 |          32
      2025 |      204515 | ANDRE LUIS GASPAR JANONES                           | Seguranca                   |        18 |        20 |          0 |          38
      2026 |      204515 | ANDRE LUIS GASPAR JANONES                           | Seguranca                   |         7 |        14 |          0 |          21
      2023 |      204515 | ANDRE LUIS GASPAR JANONES                           | Social                      |        26 |        22 |          0 |          48
      2024 |      204515 | ANDRE LUIS GASPAR JANONES                           | Social                      |        21 |        23 |          0 |          44
      2025 |      204515 | ANDRE LUIS GASPAR JANONES                           | Social                      |        39 |        25 |          0 |          64
      2026 |      204515 | ANDRE LUIS GASPAR JANONES                           | Social                      |        14 |        15 |          0 |          29
